Avg. price,Close,High,LTQ,LTT,Low,Lower circuit,Open,Upper circuit,Volume,change,exchange,holdings,ltp,symbol,timestamp,total_bids,total_offers
920.95,906.05,931.85,10,2020-04-27 10:35:37,912.05,815.45,914.20,996.65,"10,50,489",2.28 %,NSE,33,926.70,TITAN,2020-04-27 10:35:39.089931,"2,54,232","2,33,142"
920.95,906.05,931.85,50,2020-04-27 10:35:39,912.05,815.45,914.20,996.65,"10,51,492",2.17 %,NSE,33,925.75,TITAN,2020-04-27 10:35:40.090819,"2,50,829","2,36,454"
920.96,906.05,931.85,30,2020-04-27 10:35:40,912.05,815.45,914.20,996.65,"10,53,544",2.11 %,NSE,33,925.15,TITAN,2020-04-27 10:35:41.091739,"2,50,063","2,37,428"
920.96,906.05,931.85,30,2020-04-27 10:35:40,912.05,815.45,914.20,996.65,"10,53,544",2.11 %,NSE,33,925.15,TITAN,2020-04-27 10:35:42.092643,"2,50,103","2,37,428"
920.96,906.05,931.85,10,2020-04-27 10:35:41,912.05,815.45,914.20,996.65,"10,53,685",2.10 %,NSE,33,925.05,TITAN,2020-04-27 10:35:43.093552,"2,50,054","2,37,637"
920.98,906.05,931.85,1,2020-04-27 10:35:43,912.05,815.45,914.20,996.65,"10,57,298",2.07 %,NSE,33,924.85,TITAN,2020-04-27 10:35:44.094447,"2,44,559","2,38,468"
920.98,906.05,931.85,100,2020-04-27 10:35:44,912.05,815.45,914.20,996.65,"10,58,040",2.09 %,NSE,33,925.00,TITAN,2020-04-27 10:35:45.095354,"2,43,345","2,37,971"
920.98,906.05,931.85,6,2020-04-27 10:35:45,912.05,815.45,914.20,996.65,"10,59,117",2.12 %,NSE,33,925.30,TITAN,2020-04-27 10:35:46.096238,"2,43,486","2,38,020"
920.99,906.05,931.85,1,2020-04-27 10:35:46,912.05,815.45,914.20,996.65,"10,61,543",2.10 %,NSE,33,925.05,TITAN,2020-04-27 10:35:47.099448,"2,43,581","2,38,402"
920.99,906.05,931.85,3,2020-04-27 10:35:46,912.05,815.45,914.20,996.65,"10,61,543",2.05 %,NSE,33,924.60,TITAN,2020-04-27 10:35:48.099533,"2,43,581","2,38,402"
920.99,906.05,931.85,2,2020-04-27 10:35:47,912.05,815.45,914.20,996.65,"10,62,123",2.05 %,NSE,33,924.60,TITAN,2020-04-27 10:35:49.100451,"2,43,828","2,38,669"
921.00,906.05,931.85,10,2020-04-27 10:35:48,912.05,815.45,914.20,996.65,"10,62,776",2.10 %,NSE,33,925.10,TITAN,2020-04-27 10:35:50.101347,"2,44,767","2,38,420"
921.00,906.05,931.85,25,2020-04-27 10:35:50,912.05,815.45,914.20,996.65,"10,62,831",2.09 %,NSE,33,924.95,TITAN,2020-04-27 10:35:51.102250,"2,44,458","2,38,941"
921.00,906.05,931.85,10,2020-04-27 10:35:51,912.05,815.45,914.20,996.65,"10,63,675",2.05 %,NSE,33,924.65,TITAN,2020-04-27 10:35:52.103126,"2,43,092","2,39,600"
921.00,906.05,931.85,50,2020-04-27 10:35:52,912.05,815.45,914.20,996.65,"10,63,765",2.05 %,NSE,33,924.65,TITAN,2020-04-27 10:35:53.104036,"2,42,602","2,39,360"
921.00,906.05,931.85,50,2020-04-27 10:35:52,912.05,815.45,914.20,996.65,"10,63,765",2.05 %,NSE,33,924.65,TITAN,2020-04-27 10:35:54.104944,"2,42,602","2,39,360"
921.00,906.05,931.85,11,2020-04-27 10:35:54,912.05,815.45,914.20,996.65,"10,65,191",2.02 %,NSE,33,924.35,TITAN,2020-04-27 10:35:55.105849,"2,44,819","2,38,979"
921.01,906.05,931.85,100,2020-04-27 10:35:55,912.05,815.45,914.20,996.65,"10,65,431",2.09 %,NSE,33,925.00,TITAN,2020-04-27 10:35:56.106758,"2,45,012","2,38,721"
921.01,906.05,931.85,100,2020-04-27 10:35:55,912.05,815.45,914.20,996.65,"10,65,431",2.09 %,NSE,33,925.00,TITAN,2020-04-27 10:35:57.107660,"2,46,232","2,38,720"
921.01,906.05,931.85,10,2020-04-27 10:35:56,912.05,815.45,914.20,996.65,"10,65,491",2.07 %,NSE,33,924.80,TITAN,2020-04-27 10:35:58.112972,"2,45,598","2,38,732"
921.01,906.05,931.85,1,2020-04-27 10:35:58,912.05,815.45,914.20,996.65,"10,66,778",2.09 %,NSE,33,925.00,TITAN,2020-04-27 10:35:59.147996,"2,45,070","2,38,434"
921.01,906.05,931.85,100,2020-04-27 10:35:59,912.05,815.45,914.20,996.65,"10,67,058",2.09 %,NSE,33,925.00,TITAN,2020-04-27 10:36:00.148838,"2,45,987","2,38,433"
921.01,906.05,931.85,24,2020-04-27 10:36:00,912.05,815.45,914.20,996.65,"10,67,500",2.07 %,NSE,33,924.80,TITAN,2020-04-27 10:36:01.149749,"2,45,811","2,38,693"
921.02,906.05,931.85,20,2020-04-27 10:36:01,912.05,815.45,914.20,996.65,"10,70,305",2.17 %,NSE,33,925.75,TITAN,2020-04-27 10:36:02.150627,"2,47,120","2,35,133"
921.02,906.05,931.85,50,2020-04-27 10:36:01,912.05,815.45,914.20,996.65,"10,70,305",2.17 %,NSE,33,925.75,TITAN,2020-04-27 10:36:03.151551,"2,47,120","2,35,133"
921.02,906.05,931.85,19,2020-04-27 10:36:02,912.05,815.45,914.20,996.65,"10,70,708",2.10 %,NSE,33,925.10,TITAN,2020-04-27 10:36:04.152452,"2,47,178","2,33,991"
921.03,906.05,931.85,15,2020-04-27 10:36:03,912.05,815.45,914.20,996.65,"10,71,023",2.19 %,NSE,33,925.85,TITAN,2020-04-27 10:36:05.153361,"2,51,682","2,32,528"
921.03,906.05,931.85,3,2020-04-27 10:36:04,912.05,815.45,914.20,996.65,"10,71,369",2.20 %,NSE,33,926.00,TITAN,2020-04-27 10:36:06.154247,"2,49,823","2,32,138"
921.03,906.05,931.85,5,2020-04-27 10:36:04,912.05,815.45,914.20,996.65,"10,71,369",2.31 %,NSE,33,926.95,TITAN,2020-04-27 10:36:07.155117,"2,50,154","2,31,554"
921.03,906.05,931.85,42,2020-04-27 10:36:07,912.05,815.45,914.20,996.65,"10,72,219",2.21 %,NSE,33,926.05,TITAN,2020-04-27 10:36:08.156016,"2,50,282","2,31,713"
921.04,906.05,931.85,9,2020-04-27 10:36:08,912.05,815.45,914.20,996.65,"10,72,948",2.22 %,NSE,33,926.15,TITAN,2020-04-27 10:36:09.159333,"2,50,526","2,28,612"
921.04,906.05,931.85,8,2020-04-27 10:36:09,912.05,815.45,914.20,996.65,"10,73,360",2.31 %,NSE,33,927.00,TITAN,2020-04-27 10:36:10.200348,"2,51,207","2,28,261"
921.04,906.05,931.85,4,2020-04-27 10:36:10,912.05,815.45,914.20,996.65,"10,74,324",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:11.201229,"2,52,027","2,26,017"
921.04,906.05,931.85,5,2020-04-27 10:36:10,912.05,815.45,914.20,996.65,"10,74,324",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:12.202058,"2,52,027","2,26,017"
921.04,906.05,931.85,1,2020-04-27 10:36:11,912.05,815.45,914.20,996.65,"10,74,441",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:13.202951,"2,51,572","2,26,160"
921.05,906.05,931.85,50,2020-04-27 10:36:12,912.05,815.45,914.20,996.65,"10,74,742",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:14.203822,"2,51,823","2,26,513"
921.05,906.05,931.85,2,2020-04-27 10:36:14,912.05,815.45,914.20,996.65,"10,75,397",2.36 %,NSE,33,927.40,TITAN,2020-04-27 10:36:15.204635,"2,54,776","2,27,424"
921.05,906.05,931.85,2,2020-04-27 10:36:14,912.05,815.45,914.20,996.65,"10,75,399",2.36 %,NSE,33,927.40,TITAN,2020-04-27 10:36:16.205534,"2,54,814","2,27,495"
921.05,906.05,931.85,311,2020-04-27 10:36:15,912.05,815.45,914.20,996.65,"10,75,815",2.36 %,NSE,33,927.45,TITAN,2020-04-27 10:36:17.206433,"2,52,683","2,27,373"
921.05,906.05,931.85,3,2020-04-27 10:36:17,912.05,815.45,914.20,996.65,"10,76,000",2.38 %,NSE,33,927.65,TITAN,2020-04-27 10:36:18.207352,"2,53,610","2,26,586"
921.05,906.05,931.85,3,2020-04-27 10:36:17,912.05,815.45,914.20,996.65,"10,76,000",2.38 %,NSE,33,927.65,TITAN,2020-04-27 10:36:19.207567,"2,53,610","2,26,586"
921.06,906.05,931.85,50,2020-04-27 10:36:18,912.05,815.45,914.20,996.65,"10,76,215",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:20.216013,"2,54,065","2,26,852"
921.06,906.05,931.85,10,2020-04-27 10:36:20,912.05,815.45,914.20,996.65,"10,76,744",2.48 %,NSE,33,928.55,TITAN,2020-04-27 10:36:21.228377,"2,54,097","2,25,990"
921.06,906.05,931.85,5,2020-04-27 10:36:21,912.05,815.45,914.20,996.65,"10,76,980",2.40 %,NSE,33,927.75,TITAN,2020-04-27 10:36:22.229306,"2,53,535","2,26,924"
921.06,906.05,931.85,1,2020-04-27 10:36:22,912.05,815.45,914.20,996.65,"10,77,131",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:23.230155,"2,53,365","2,26,715"
921.06,906.05,931.85,5,2020-04-27 10:36:22,912.05,815.45,914.20,996.65,"10,77,131",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:36:24.230973,"2,53,365","2,26,715"
921.06,906.05,931.85,2,2020-04-27 10:36:23,912.05,815.45,914.20,996.65,"10,77,286",2.47 %,NSE,33,928.40,TITAN,2020-04-27 10:36:25.231857,"2,53,248","2,26,555"
921.06,906.05,931.85,3,2020-04-27 10:36:25,912.05,815.45,914.20,996.65,"10,77,438",2.53 %,NSE,33,929.00,TITAN,2020-04-27 10:36:26.232749,"2,53,872","2,24,575"
921.07,906.05,931.85,5,2020-04-27 10:36:27,912.05,815.45,914.20,996.65,"10,77,632",2.52 %,NSE,33,928.85,TITAN,2020-04-27 10:36:27.233559,"2,54,944","2,25,384"
921.07,906.05,931.85,5,2020-04-27 10:36:27,912.05,815.45,914.20,996.65,"10,77,632",2.52 %,NSE,33,928.85,TITAN,2020-04-27 10:36:28.234430,"2,54,944","2,25,384"
921.07,906.05,931.85,5,2020-04-27 10:36:28,912.05,815.45,914.20,996.65,"10,77,755",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:36:29.235306,"2,55,041","2,26,644"
921.07,906.05,931.85,10,2020-04-27 10:36:28,912.05,815.45,914.20,996.65,"10,77,928",2.49 %,NSE,33,928.60,TITAN,2020-04-27 10:36:30.235509,"2,55,404","2,26,699"
921.07,906.05,931.85,10,2020-04-27 10:36:29,912.05,815.45,914.20,996.65,"10,77,938",2.49 %,NSE,33,928.60,TITAN,2020-04-27 10:36:31.238666,"2,56,605","2,26,723"
921.07,906.05,931.85,61,2020-04-27 10:36:31,912.05,815.45,914.20,996.65,"10,78,054",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:36:32.284745,"2,56,930","2,26,242"
921.07,906.05,931.85,5,2020-04-27 10:36:32,912.05,815.45,914.20,996.65,"10,78,080",2.43 %,NSE,33,928.10,TITAN,2020-04-27 10:36:33.285656,"2,57,909","2,26,373"
921.07,906.05,931.85,50,2020-04-27 10:36:33,912.05,815.45,914.20,996.65,"10,78,209",2.50 %,NSE,33,928.70,TITAN,2020-04-27 10:36:34.286551,"2,57,750","2,26,488"
921.07,906.05,931.85,50,2020-04-27 10:36:33,912.05,815.45,914.20,996.65,"10,78,259",2.50 %,NSE,33,928.70,TITAN,2020-04-27 10:36:35.287413,"2,57,765","2,26,558"
921.07,906.05,931.85,5,2020-04-27 10:36:35,912.05,815.45,914.20,996.65,"10,78,394",2.44 %,NSE,33,928.15,TITAN,2020-04-27 10:36:36.288230,"2,57,859","2,21,348"
921.07,906.05,931.85,5,2020-04-27 10:36:35,912.05,815.45,914.20,996.65,"10,78,394",2.44 %,NSE,33,928.15,TITAN,2020-04-27 10:36:37.289054,"2,57,859","2,21,348"
921.07,906.05,931.85,5,2020-04-27 10:36:37,912.05,815.45,914.20,996.65,"10,78,594",2.43 %,NSE,33,928.10,TITAN,2020-04-27 10:36:38.289951,"2,57,779","2,21,585"
921.07,906.05,931.85,25,2020-04-27 10:36:37,912.05,815.45,914.20,996.65,"10,78,621",2.50 %,NSE,33,928.70,TITAN,2020-04-27 10:36:39.290759,"2,57,687","2,22,794"
921.07,906.05,931.85,25,2020-04-27 10:36:38,912.05,815.45,914.20,996.65,"10,78,746",2.50 %,NSE,33,928.70,TITAN,2020-04-27 10:36:40.291622,"2,57,926","2,22,272"
921.08,906.05,931.85,5,2020-04-27 10:36:39,912.05,815.45,914.20,996.65,"10,79,356",2.49 %,NSE,33,928.60,TITAN,2020-04-27 10:36:41.292525,"2,59,660","2,23,429"
921.08,906.05,931.85,2,2020-04-27 10:36:40,912.05,815.45,914.20,996.65,"10,79,456",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:36:42.296248,"2,58,965","2,23,256"
921.08,906.05,931.85,10,2020-04-27 10:36:42,912.05,815.45,914.20,996.65,"10,79,523",2.43 %,NSE,33,928.10,TITAN,2020-04-27 10:36:43.296444,"2,59,322","2,23,802"
921.08,906.05,931.85,5,2020-04-27 10:36:43,912.05,815.45,914.20,996.65,"10,79,568",2.44 %,NSE,33,928.15,TITAN,2020-04-27 10:36:44.297298,"2,60,315","2,23,456"
921.08,906.05,931.85,15,2020-04-27 10:36:43,912.05,815.45,914.20,996.65,"10,79,568",2.41 %,NSE,33,927.85,TITAN,2020-04-27 10:36:45.298219,"2,60,323","2,23,536"
921.09,906.05,931.85,10,2020-04-27 10:36:45,912.05,815.45,914.20,996.65,"10,81,965",2.41 %,NSE,33,927.90,TITAN,2020-04-27 10:36:46.299117,"2,55,291","2,24,407"
921.10,906.05,931.85,100,2020-04-27 10:36:46,912.05,815.45,914.20,996.65,"10,82,375",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:36:47.300011,"2,55,721","2,24,227"
921.10,906.05,931.85,20,2020-04-27 10:36:46,912.05,815.45,914.20,996.65,"10,82,426",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:48.300834,"2,56,275","2,25,760"
921.10,906.05,931.85,20,2020-04-27 10:36:46,912.05,815.45,914.20,996.65,"10,82,426",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:49.301732,"2,56,275","2,25,760"
921.10,906.05,931.85,40,2020-04-27 10:36:48,912.05,815.45,914.20,996.65,"10,83,208",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:36:50.302633,"2,56,486","2,25,185"
921.10,906.05,931.85,5,2020-04-27 10:36:50,912.05,815.45,914.20,996.65,"10,83,612",2.42 %,NSE,33,927.95,TITAN,2020-04-27 10:36:51.303529,"2,56,032","2,25,880"
921.10,906.05,931.85,5,2020-04-27 10:36:50,912.05,815.45,914.20,996.65,"10,83,637",2.42 %,NSE,33,927.95,TITAN,2020-04-27 10:36:52.304426,"2,56,356","2,25,931"
921.11,906.05,931.85,12,2020-04-27 10:36:52,912.05,815.45,914.20,996.65,"10,83,957",2.37 %,NSE,33,927.50,TITAN,2020-04-27 10:36:53.313346,"2,59,494","2,25,824"
921.11,906.05,931.85,30,2020-04-27 10:36:52,912.05,815.45,914.20,996.65,"10,83,987",2.40 %,NSE,33,927.75,TITAN,2020-04-27 10:36:54.318896,"2,59,291","2,26,439"
921.11,906.05,931.85,30,2020-04-27 10:36:52,912.05,815.45,914.20,996.65,"10,83,987",2.40 %,NSE,33,927.75,TITAN,2020-04-27 10:36:55.319540,"2,59,291","2,26,439"
921.11,906.05,931.85,10,2020-04-27 10:36:54,912.05,815.45,914.20,996.65,"10,83,997",2.37 %,NSE,33,927.50,TITAN,2020-04-27 10:36:56.320404,"2,59,324","2,26,946"
921.11,906.05,931.85,10,2020-04-27 10:36:55,912.05,815.45,914.20,996.65,"10,84,007",2.40 %,NSE,33,927.75,TITAN,2020-04-27 10:36:57.321263,"2,57,708","2,27,139"
921.11,906.05,931.85,5,2020-04-27 10:36:57,912.05,815.45,914.20,996.65,"10,84,017",2.40 %,NSE,33,927.75,TITAN,2020-04-27 10:36:58.322159,"2,59,175","2,27,549"
921.11,906.05,931.85,2,2020-04-27 10:36:58,912.05,815.45,914.20,996.65,"10,84,027",2.40 %,NSE,33,927.75,TITAN,2020-04-27 10:36:59.323052,"2,57,749","2,28,178"
921.11,906.05,931.85,2,2020-04-27 10:36:59,912.05,815.45,914.20,996.65,"10,84,167",2.37 %,NSE,33,927.50,TITAN,2020-04-27 10:37:00.323852,"2,57,270","2,29,129"
921.11,906.05,931.85,2,2020-04-27 10:36:59,912.05,815.45,914.20,996.65,"10,84,167",2.37 %,NSE,33,927.50,TITAN,2020-04-27 10:37:01.324706,"2,57,270","2,29,129"
921.11,906.05,931.85,1,2020-04-27 10:37:00,912.05,815.45,914.20,996.65,"10,84,276",2.37 %,NSE,33,927.50,TITAN,2020-04-27 10:37:02.325590,"2,59,473","2,29,435"
921.11,906.05,931.85,10,2020-04-27 10:37:01,912.05,815.45,914.20,996.65,"10,84,359",2.38 %,NSE,33,927.60,TITAN,2020-04-27 10:37:03.326495,"2,56,796","2,27,697"
921.11,906.05,931.85,37,2020-04-27 10:37:03,912.05,815.45,914.20,996.65,"10,84,419",2.38 %,NSE,33,927.60,TITAN,2020-04-27 10:37:04.334973,"2,56,400","2,28,470"
921.11,906.05,931.85,1,2020-04-27 10:37:04,912.05,815.45,914.20,996.65,"10,84,424",2.42 %,NSE,33,927.95,TITAN,2020-04-27 10:37:05.340085,"2,56,341","2,29,120"
921.11,906.05,931.85,150,2020-04-27 10:37:05,912.05,815.45,914.20,996.65,"10,85,264",2.37 %,NSE,33,927.50,TITAN,2020-04-27 10:37:06.341004,"2,56,833","2,28,735"
921.12,906.05,931.85,300,2020-04-27 10:37:06,912.05,815.45,914.20,996.65,"10,85,714",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:07.341913,"2,59,648","2,28,256"
921.13,906.05,931.85,3,2020-04-27 10:37:07,912.05,815.45,914.20,996.65,"10,87,990",2.41 %,NSE,33,927.90,TITAN,2020-04-27 10:37:08.342811,"2,58,870","2,25,134"
921.13,906.05,931.85,1,2020-04-27 10:37:08,912.05,815.45,914.20,996.65,"10,88,156",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:09.343741,"2,60,172","2,25,924"
921.13,906.05,931.85,1,2020-04-27 10:37:08,912.05,815.45,914.20,996.65,"10,88,156",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:10.344650,"2,60,172","2,25,924"
921.13,906.05,931.85,3,2020-04-27 10:37:08,912.05,815.45,914.20,996.65,"10,88,156",2.41 %,NSE,33,927.85,TITAN,2020-04-27 10:37:11.345555,"2,61,807","2,24,926"
921.13,906.05,931.85,5,2020-04-27 10:37:10,912.05,815.45,914.20,996.65,"10,88,259",2.41 %,NSE,33,927.85,TITAN,2020-04-27 10:37:12.346461,"2,61,801","2,24,726"
921.13,906.05,931.85,5,2020-04-27 10:37:11,912.05,815.45,914.20,996.65,"10,88,264",2.41 %,NSE,33,927.85,TITAN,2020-04-27 10:37:13.347286,"2,61,898","2,24,758"
921.13,906.05,931.85,15,2020-04-27 10:37:12,912.05,815.45,914.20,996.65,"10,88,414",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:14.348171,"2,60,270","2,24,845"
921.13,906.05,931.85,20,2020-04-27 10:37:14,912.05,815.45,914.20,996.65,"10,88,546",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:15.349170,"2,60,087","2,24,657"
921.13,906.05,931.85,10,2020-04-27 10:37:15,912.05,815.45,914.20,996.65,"10,88,557",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:16.386249,"2,58,636","2,24,986"
921.14,906.05,931.85,100,2020-04-27 10:37:16,912.05,815.45,914.20,996.65,"10,88,657",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:17.387152,"2,59,814","2,24,641"
921.14,906.05,931.85,10,2020-04-27 10:37:17,912.05,815.45,914.20,996.65,"10,88,673",2.48 %,NSE,33,928.50,TITAN,2020-04-27 10:37:18.388033,"2,59,954","2,24,560"
921.14,906.05,931.85,37,2020-04-27 10:37:17,912.05,815.45,914.20,996.65,"10,88,913",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:19.388866,"2,59,639","2,24,852"
921.14,906.05,931.85,37,2020-04-27 10:37:19,912.05,815.45,914.20,996.65,"10,89,013",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:20.389785,"2,58,697","2,24,913"
921.14,906.05,931.85,33,2020-04-27 10:37:20,912.05,815.45,914.20,996.65,"10,89,262",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:21.390707,"2,59,260","2,25,084"
921.14,906.05,931.85,26,2020-04-27 10:37:21,912.05,815.45,914.20,996.65,"10,89,512",2.48 %,NSE,33,928.55,TITAN,2020-04-27 10:37:22.391535,"2,59,597","2,24,790"
921.14,906.05,931.85,5,2020-04-27 10:37:22,912.05,815.45,914.20,996.65,"10,89,598",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:23.392449,"2,59,312","2,25,252"
921.14,906.05,931.85,2,2020-04-27 10:37:23,912.05,815.45,914.20,996.65,"10,89,610",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:37:24.393356,"2,58,720","2,25,420"
921.14,906.05,931.85,10,2020-04-27 10:37:25,912.05,815.45,914.20,996.65,"10,89,653",2.47 %,NSE,33,928.40,TITAN,2020-04-27 10:37:25.394114,"2,59,121","2,24,802"
921.14,906.05,931.85,10,2020-04-27 10:37:25,912.05,815.45,914.20,996.65,"10,89,653",2.47 %,NSE,33,928.40,TITAN,2020-04-27 10:37:26.395843,"2,59,121","2,24,802"
921.14,906.05,931.85,16,2020-04-27 10:37:25,912.05,815.45,914.20,996.65,"10,89,653",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:37:27.438096,"2,59,151","2,24,929"
921.14,906.05,931.85,16,2020-04-27 10:37:25,912.05,815.45,914.20,996.65,"10,89,653",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:37:28.438770,"2,59,151","2,24,929"
921.14,906.05,931.85,20,2020-04-27 10:37:27,912.05,815.45,914.20,996.65,"10,89,791",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:37:29.439635,"2,59,176","2,24,931"
921.14,906.05,931.85,1,2020-04-27 10:37:29,912.05,815.45,914.20,996.65,"10,89,915",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:30.440498,"2,59,432","2,24,855"
921.14,906.05,931.85,20,2020-04-27 10:37:30,912.05,815.45,914.20,996.65,"10,90,002",2.47 %,NSE,33,928.40,TITAN,2020-04-27 10:37:31.441307,"2,59,494","2,24,929"
921.15,906.05,931.85,90,2020-04-27 10:37:31,912.05,815.45,914.20,996.65,"10,90,606",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:32.442227,"2,59,246","2,24,855"
921.15,906.05,931.85,90,2020-04-27 10:37:31,912.05,815.45,914.20,996.65,"10,90,606",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:33.443123,"2,59,408","2,24,948"
921.15,906.05,931.85,90,2020-04-27 10:37:31,912.05,815.45,914.20,996.65,"10,90,606",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:34.443476,"2,59,408","2,24,948"
921.15,906.05,931.85,1,2020-04-27 10:37:33,912.05,815.45,914.20,996.65,"10,90,609",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:35.444344,"2,59,387","2,25,031"
921.15,906.05,931.85,20,2020-04-27 10:37:35,912.05,815.45,914.20,996.65,"10,90,799",2.47 %,NSE,33,928.40,TITAN,2020-04-27 10:37:36.445222,"2,59,019","2,25,263"
921.15,906.05,931.85,3,2020-04-27 10:37:37,912.05,815.45,914.20,996.65,"10,90,990",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:37.450496,"2,59,187","2,26,398"
921.15,906.05,931.85,3,2020-04-27 10:37:37,912.05,815.45,914.20,996.65,"10,90,990",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:38.450613,"2,59,187","2,26,398"
921.15,906.05,931.85,10,2020-04-27 10:37:38,912.05,815.45,914.20,996.65,"10,91,522",2.49 %,NSE,33,928.60,TITAN,2020-04-27 10:37:39.451510,"2,58,883","2,26,829"
921.15,906.05,931.85,50,2020-04-27 10:37:38,912.05,815.45,914.20,996.65,"10,91,602",2.48 %,NSE,33,928.50,TITAN,2020-04-27 10:37:40.452423,"2,59,270","2,26,756"
921.15,906.05,931.85,11,2020-04-27 10:37:40,912.05,815.45,914.20,996.65,"10,91,673",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:41.453334,"2,59,504","2,27,024"
921.16,906.05,931.85,100,2020-04-27 10:37:42,912.05,815.45,914.20,996.65,"10,92,064",2.45 %,NSE,33,928.25,TITAN,2020-04-27 10:37:42.454220,"2,59,592","2,26,234"
921.16,906.05,931.85,20,2020-04-27 10:37:42,912.05,815.45,914.20,996.65,"10,92,064",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:43.455132,"2,59,592","2,26,234"
921.16,906.05,931.85,20,2020-04-27 10:37:42,912.05,815.45,914.20,996.65,"10,92,353",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:44.456023,"2,59,709","2,26,728"
921.16,906.05,931.85,10,2020-04-27 10:37:43,912.05,815.45,914.20,996.65,"10,92,408",2.48 %,NSE,33,928.50,TITAN,2020-04-27 10:37:45.456909,"2,59,710","2,26,728"
921.16,906.05,931.85,14,2020-04-27 10:37:45,912.05,815.45,914.20,996.65,"10,92,446",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:37:46.457710,"2,60,685","2,26,545"
921.16,906.05,931.85,14,2020-04-27 10:37:45,912.05,815.45,914.20,996.65,"10,92,446",2.43 %,NSE,33,928.05,TITAN,2020-04-27 10:37:47.458640,"2,60,643","2,27,270"
921.16,906.05,931.85,100,2020-04-27 10:37:47,912.05,815.45,914.20,996.65,"10,92,786",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:48.462619,"2,60,369","2,26,361"
921.16,906.05,931.85,48,2020-04-27 10:37:48,912.05,815.45,914.20,996.65,"10,92,923",2.48 %,NSE,33,928.50,TITAN,2020-04-27 10:37:49.534559,"2,59,550","2,27,040"
921.16,906.05,931.85,48,2020-04-27 10:37:48,912.05,815.45,914.20,996.65,"10,92,923",2.48 %,NSE,33,928.50,TITAN,2020-04-27 10:37:50.535486,"2,59,550","2,27,040"
921.17,906.05,931.85,2,2020-04-27 10:37:49,912.05,815.45,914.20,996.65,"10,94,299",2.44 %,NSE,33,928.15,TITAN,2020-04-27 10:37:51.536378,"2,57,939","2,28,561"
921.17,906.05,931.85,24,2020-04-27 10:37:51,912.05,815.45,914.20,996.65,"10,94,652",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:52.537263,"2,57,974","2,28,953"
921.17,906.05,931.85,1,2020-04-27 10:37:52,912.05,815.45,914.20,996.65,"10,94,678",2.47 %,NSE,33,928.45,TITAN,2020-04-27 10:37:53.538100,"2,58,351","2,28,877"
921.17,906.05,931.85,50,2020-04-27 10:37:52,912.05,815.45,914.20,996.65,"10,94,728",2.47 %,NSE,33,928.40,TITAN,2020-04-27 10:37:54.538996,"2,58,788","2,29,175"
921.18,906.05,931.85,30,2020-04-27 10:37:54,912.05,815.45,914.20,996.65,"10,95,048",2.42 %,NSE,33,928.00,TITAN,2020-04-27 10:37:55.539598,"2,58,600","2,29,039"
