Avg. price,Close,High,LTQ,LTT,Low,Lower circuit,Open,Upper circuit,Volume,change,exchange,holdings,ltp,symbol,timestamp,total_bids,total_offers
918.42,906.05,922.25,2,2020-04-27 09:19:15,914.20,815.45,914.20,996.65,"1,10,428",1.75 %,NSE,33,921.95,TITAN,2020-04-27 09:19:18.294304,"1,49,025","1,27,918"
918.45,906.05,922.25,124,2020-04-27 09:19:18,914.20,815.45,914.20,996.65,"1,11,498",1.76 %,NSE,33,922.00,TITAN,2020-04-27 09:19:19.295233,"1,49,195","1,26,737"
918.45,906.05,922.25,5,2020-04-27 09:19:18,914.20,815.45,914.20,996.65,"1,11,498",1.74 %,NSE,33,921.80,TITAN,2020-04-27 09:19:20.296157,"1,49,195","1,26,737"
918.48,906.05,922.25,1,2020-04-27 09:19:19,914.20,815.45,914.20,996.65,"1,12,259",1.75 %,NSE,33,921.95,TITAN,2020-04-27 09:19:21.297048,"1,48,991","1,26,246"
918.48,906.05,922.25,247,2020-04-27 09:19:20,914.20,815.45,914.20,996.65,"1,12,292",1.77 %,NSE,33,922.05,TITAN,2020-04-27 09:19:22.297949,"1,49,199","1,26,361"
918.49,906.05,922.25,2,2020-04-27 09:19:22,914.20,815.45,914.20,996.65,"1,12,657",1.76 %,NSE,33,922.00,TITAN,2020-04-27 09:19:23.298852,"1,49,207","1,26,193"
918.50,906.05,922.25,185,2020-04-27 09:19:22,914.20,815.45,914.20,996.65,"1,12,997",1.75 %,NSE,33,921.95,TITAN,2020-04-27 09:19:24.299769,"1,49,064","1,26,353"
918.52,906.05,922.25,17,2020-04-27 09:19:24,914.20,815.45,914.20,996.65,"1,13,610",1.67 %,NSE,33,921.20,TITAN,2020-04-27 09:19:25.300578,"1,48,226","1,26,670"
918.52,906.05,922.25,16,2020-04-27 09:19:24,914.20,815.45,914.20,996.65,"1,13,610",1.75 %,NSE,33,921.95,TITAN,2020-04-27 09:19:26.301473,"1,48,226","1,26,670"
918.53,906.05,922.25,50,2020-04-27 09:19:26,914.20,815.45,914.20,996.65,"1,13,884",1.74 %,NSE,33,921.80,TITAN,2020-04-27 09:19:27.302389,"1,48,157","1,27,849"
918.53,906.05,922.25,30,2020-04-27 09:19:27,914.20,815.45,914.20,996.65,"1,13,918",1.73 %,NSE,33,921.75,TITAN,2020-04-27 09:19:28.423662,"1,48,702","1,29,168"
918.53,906.05,922.25,21,2020-04-27 09:19:27,914.20,815.45,914.20,996.65,"1,13,918",1.69 %,NSE,33,921.40,TITAN,2020-04-27 09:19:29.424463,"1,48,702","1,29,168"
918.53,906.05,922.25,12,2020-04-27 09:19:28,914.20,815.45,914.20,996.65,"1,14,014",1.68 %,NSE,33,921.30,TITAN,2020-04-27 09:19:30.425390,"1,47,574","1,31,010"
918.54,906.05,922.25,20,2020-04-27 09:19:30,914.20,815.45,914.20,996.65,"1,14,547",1.56 %,NSE,33,920.20,TITAN,2020-04-27 09:19:31.426335,"1,46,906","1,31,273"
918.54,906.05,922.25,9,2020-04-27 09:19:31,914.20,815.45,914.20,996.65,"1,14,600",1.57 %,NSE,33,920.30,TITAN,2020-04-27 09:19:32.427036,"1,46,868","1,31,659"
918.54,906.05,922.25,1,2020-04-27 09:19:32,914.20,815.45,914.20,996.65,"1,14,760",1.57 %,NSE,33,920.25,TITAN,2020-04-27 09:19:33.427506,"1,46,704","1,32,415"
918.55,906.05,922.25,40,2020-04-27 09:19:33,914.20,815.45,914.20,996.65,"1,14,862",1.64 %,NSE,33,920.90,TITAN,2020-04-27 09:19:34.428341,"1,47,027","1,30,828"
918.55,906.05,922.25,45,2020-04-27 09:19:33,914.20,815.45,914.20,996.65,"1,14,862",1.64 %,NSE,33,920.95,TITAN,2020-04-27 09:19:35.429247,"1,47,027","1,30,828"
918.55,906.05,922.25,45,2020-04-27 09:19:33,914.20,815.45,914.20,996.65,"1,14,962",1.64 %,NSE,33,920.95,TITAN,2020-04-27 09:19:36.430110,"1,46,960","1,30,416"
918.55,906.05,922.25,45,2020-04-27 09:19:33,914.20,815.45,914.20,996.65,"1,14,962",1.64 %,NSE,33,920.95,TITAN,2020-04-27 09:19:37.430995,"1,47,051","1,31,649"
918.56,906.05,922.25,4,2020-04-27 09:19:38,914.20,815.45,914.20,996.65,"1,15,695",1.62 %,NSE,33,920.75,TITAN,2020-04-27 09:19:38.432743,"1,46,845","1,32,986"
918.56,906.05,922.25,4,2020-04-27 09:19:38,914.20,815.45,914.20,996.65,"1,15,699",1.62 %,NSE,33,920.75,TITAN,2020-04-27 09:19:39.432815,"1,46,819","1,32,928"
918.56,906.05,922.25,1,2020-04-27 09:19:39,914.20,815.45,914.20,996.65,"1,15,710",1.62 %,NSE,33,920.75,TITAN,2020-04-27 09:19:40.433713,"1,46,782","1,33,271"
918.56,906.05,922.25,20,2020-04-27 09:19:40,914.20,815.45,914.20,996.65,"1,15,735",1.61 %,NSE,33,920.65,TITAN,2020-04-27 09:19:41.434432,"1,46,746","1,34,194"
918.57,906.05,922.25,17,2020-04-27 09:19:41,914.20,815.45,914.20,996.65,"1,16,656",1.61 %,NSE,33,920.60,TITAN,2020-04-27 09:19:42.435310,"1,45,587","1,34,964"
918.59,906.05,922.25,2,2020-04-27 09:19:42,914.20,815.45,914.20,996.65,"1,17,531",1.64 %,NSE,33,920.95,TITAN,2020-04-27 09:19:43.436131,"1,46,478","1,30,972"
918.59,906.05,922.25,25,2020-04-27 09:19:42,914.20,815.45,914.20,996.65,"1,17,531",1.68 %,NSE,33,921.25,TITAN,2020-04-27 09:19:44.437014,"1,46,478","1,30,972"
918.60,906.05,922.25,40,2020-04-27 09:19:43,914.20,815.45,914.20,996.65,"1,18,253",1.63 %,NSE,33,920.80,TITAN,2020-04-27 09:19:45.437854,"1,46,543","1,32,232"
918.62,906.05,922.25,6,2020-04-27 09:19:45,914.20,815.45,914.20,996.65,"1,18,989",1.65 %,NSE,33,921.00,TITAN,2020-04-27 09:19:46.438690,"1,45,771","1,31,805"
918.62,906.05,922.25,46,2020-04-27 09:19:45,914.20,815.45,914.20,996.65,"1,18,989",1.65 %,NSE,33,921.00,TITAN,2020-04-27 09:19:47.439510,"1,45,771","1,31,805"
918.63,906.05,922.25,30,2020-04-27 09:19:47,914.20,815.45,914.20,996.65,"1,19,609",1.87 %,NSE,33,922.95,TITAN,2020-04-27 09:19:48.440312,"1,47,795","1,30,365"
918.74,906.05,922.95,37,2020-04-27 09:19:47,914.20,815.45,914.20,996.65,"1,23,528",1.87 %,NSE,33,923.00,TITAN,2020-04-27 09:19:49.444117,"1,49,005","1,28,025"
918.75,906.05,923.00,1,2020-04-27 09:19:49,914.20,815.45,914.20,996.65,"1,23,814",1.78 %,NSE,33,922.15,TITAN,2020-04-27 09:19:50.469566,"1,49,128","1,28,379"
918.75,906.05,923.00,3,2020-04-27 09:19:49,914.20,815.45,914.20,996.65,"1,23,814",1.80 %,NSE,33,922.35,TITAN,2020-04-27 09:19:51.470460,"1,49,128","1,28,379"
918.76,906.05,923.00,5,2020-04-27 09:19:51,914.20,815.45,914.20,996.65,"1,24,010",1.80 %,NSE,33,922.35,TITAN,2020-04-27 09:19:52.471337,"1,49,122","1,27,603"
918.76,906.05,923.00,158,2020-04-27 09:19:52,914.20,815.45,914.20,996.65,"1,24,210",1.80 %,NSE,33,922.35,TITAN,2020-04-27 09:19:53.472165,"1,50,075","1,27,717"
918.76,906.05,923.00,1,2020-04-27 09:19:53,914.20,815.45,914.20,996.65,"1,24,217",1.81 %,NSE,33,922.45,TITAN,2020-04-27 09:19:54.473074,"1,50,102","1,27,829"
918.77,906.05,923.00,15,2020-04-27 09:19:54,914.20,815.45,914.20,996.65,"1,24,382",1.80 %,NSE,33,922.35,TITAN,2020-04-27 09:19:55.473962,"1,50,092","1,27,209"
918.77,906.05,923.00,1,2020-04-27 09:19:55,914.20,815.45,914.20,996.65,"1,24,383",1.87 %,NSE,33,923.00,TITAN,2020-04-27 09:19:56.474802,"1,50,178","1,27,360"
918.77,906.05,923.00,10,2020-04-27 09:19:55,914.20,815.45,914.20,996.65,"1,24,383",1.80 %,NSE,33,922.35,TITAN,2020-04-27 09:19:57.475753,"1,50,178","1,27,360"
918.77,906.05,923.00,5,2020-04-27 09:19:57,914.20,815.45,914.20,996.65,"1,24,443",1.87 %,NSE,33,923.00,TITAN,2020-04-27 09:19:58.476638,"1,50,143","1,28,842"
918.79,906.05,923.05,12,2020-04-27 09:19:58,914.20,815.45,914.20,996.65,"1,24,946",1.78 %,NSE,33,922.20,TITAN,2020-04-27 09:19:59.477566,"1,50,690","1,29,080"
918.80,906.05,923.05,15,2020-04-27 09:19:59,914.20,815.45,914.20,996.65,"1,25,541",1.78 %,NSE,33,922.15,TITAN,2020-04-27 09:20:00.479125,"1,50,182","1,30,752"
918.83,906.05,923.05,3,2020-04-27 09:20:00,914.20,815.45,914.20,996.65,"1,26,484",1.76 %,NSE,33,922.00,TITAN,2020-04-27 09:20:01.555603,"1,48,394","1,33,051"
918.83,906.05,923.05,14,2020-04-27 09:20:01,914.20,815.45,914.20,996.65,"1,26,690",1.79 %,NSE,33,922.25,TITAN,2020-04-27 09:20:02.556495,"1,49,450","1,30,934"
918.84,906.05,923.05,36,2020-04-27 09:20:02,914.20,815.45,914.20,996.65,"1,27,025",1.86 %,NSE,33,922.90,TITAN,2020-04-27 09:20:03.557394,"1,49,582","1,32,716"
918.89,906.05,923.40,309,2020-04-27 09:20:03,914.20,815.45,914.20,996.65,"1,28,460",1.91 %,NSE,33,923.40,TITAN,2020-04-27 09:20:04.558305,"1,51,844","1,29,664"
918.89,906.05,923.45,25,2020-04-27 09:20:05,914.20,815.45,914.20,996.65,"1,28,528",1.83 %,NSE,33,922.65,TITAN,2020-04-27 09:20:05.559147,"1,53,583","1,30,420"
918.89,906.05,923.45,16,2020-04-27 09:20:05,914.20,815.45,914.20,996.65,"1,28,528",1.83 %,NSE,33,922.65,TITAN,2020-04-27 09:20:06.560066,"1,53,583","1,30,430"
918.90,906.05,923.45,10,2020-04-27 09:20:06,914.20,815.45,914.20,996.65,"1,28,767",1.83 %,NSE,33,922.65,TITAN,2020-04-27 09:20:07.560957,"1,53,365","1,31,558"
918.92,906.05,923.45,1,2020-04-27 09:20:07,914.20,815.45,914.20,996.65,"1,29,473",1.86 %,NSE,33,922.90,TITAN,2020-04-27 09:20:08.561862,"1,52,714","1,31,468"
918.93,906.05,923.45,12,2020-04-27 09:20:08,914.20,815.45,914.20,996.65,"1,29,760",1.84 %,NSE,33,922.70,TITAN,2020-04-27 09:20:09.562750,"1,52,671","1,31,316"
918.94,906.05,923.45,54,2020-04-27 09:20:09,914.20,815.45,914.20,996.65,"1,30,035",1.92 %,NSE,33,923.45,TITAN,2020-04-27 09:20:10.563498,"1,53,703","1,32,372"
918.94,906.05,923.45,11,2020-04-27 09:20:10,914.20,815.45,914.20,996.65,"1,30,105",1.82 %,NSE,33,922.50,TITAN,2020-04-27 09:20:11.564780,"1,53,635","1,32,546"
918.96,906.05,923.45,40,2020-04-27 09:20:11,914.20,815.45,914.20,996.65,"1,30,645",1.83 %,NSE,33,922.60,TITAN,2020-04-27 09:20:12.576188,"1,52,595","1,33,468"
918.97,906.05,923.45,100,2020-04-27 09:20:12,914.20,815.45,914.20,996.65,"1,30,892",1.83 %,NSE,33,922.60,TITAN,2020-04-27 09:20:13.577089,"1,53,087","1,34,041"
918.97,906.05,923.45,100,2020-04-27 09:20:12,914.20,815.45,914.20,996.65,"1,30,892",1.83 %,NSE,33,922.60,TITAN,2020-04-27 09:20:14.578014,"1,53,154","1,34,202"
918.97,906.05,923.45,10,2020-04-27 09:20:12,914.20,815.45,914.20,996.65,"1,30,892",1.83 %,NSE,33,922.60,TITAN,2020-04-27 09:20:15.578911,"1,53,154","1,34,202"
918.97,906.05,923.45,5,2020-04-27 09:20:15,914.20,815.45,914.20,996.65,"1,31,114",1.83 %,NSE,33,922.60,TITAN,2020-04-27 09:20:16.579544,"1,53,100","1,34,343"
918.97,906.05,923.45,50,2020-04-27 09:20:16,914.20,815.45,914.20,996.65,"1,31,191",1.79 %,NSE,33,922.30,TITAN,2020-04-27 09:20:17.580452,"1,53,763","1,35,027"
918.98,906.05,923.45,20,2020-04-27 09:20:17,914.20,815.45,914.20,996.65,"1,31,478",1.75 %,NSE,33,921.90,TITAN,2020-04-27 09:20:18.581284,"1,51,610","1,37,639"
918.99,906.05,923.45,33,2020-04-27 09:20:18,914.20,815.45,914.20,996.65,"1,32,429",1.67 %,NSE,33,921.15,TITAN,2020-04-27 09:20:19.582183,"1,49,338","1,39,304"
919.00,906.05,923.45,4,2020-04-27 09:20:19,914.20,815.45,914.20,996.65,"1,32,609",1.72 %,NSE,33,921.60,TITAN,2020-04-27 09:20:20.583094,"1,49,398","1,37,257"
919.00,906.05,923.45,1,2020-04-27 09:20:19,914.20,815.45,914.20,996.65,"1,32,610",1.72 %,NSE,33,921.60,TITAN,2020-04-27 09:20:21.584008,"1,49,776","1,39,252"
919.00,906.05,923.45,7,2020-04-27 09:20:21,914.20,815.45,914.20,996.65,"1,32,660",1.72 %,NSE,33,921.65,TITAN,2020-04-27 09:20:22.585283,"1,49,245","1,40,230"
919.00,906.05,923.45,16,2020-04-27 09:20:22,914.20,815.45,914.20,996.65,"1,32,890",1.74 %,NSE,33,921.80,TITAN,2020-04-27 09:20:23.661566,"1,49,958","1,40,392"
919.00,906.05,923.45,2,2020-04-27 09:20:23,914.20,815.45,914.20,996.65,"1,32,974",1.74 %,NSE,33,921.80,TITAN,2020-04-27 09:20:24.662473,"1,50,048","1,40,372"
919.00,906.05,923.45,25,2020-04-27 09:20:23,914.20,815.45,914.20,996.65,"1,32,974",1.74 %,NSE,33,921.80,TITAN,2020-04-27 09:20:25.663343,"1,50,048","1,40,372"
919.01,906.05,923.45,22,2020-04-27 09:20:25,914.20,815.45,914.20,996.65,"1,33,018",1.65 %,NSE,33,921.00,TITAN,2020-04-27 09:20:26.664206,"1,49,219","1,39,854"
919.01,906.05,923.45,8,2020-04-27 09:20:26,914.20,815.45,914.20,996.65,"1,33,168",1.71 %,NSE,33,921.50,TITAN,2020-04-27 09:20:27.665007,"1,49,331","1,39,765"
919.01,906.05,923.45,2,2020-04-27 09:20:26,914.20,815.45,914.20,996.65,"1,33,300",1.65 %,NSE,33,921.00,TITAN,2020-04-27 09:20:28.665938,"1,49,819","1,40,054"
919.01,906.05,923.45,10,2020-04-27 09:20:28,914.20,815.45,914.20,996.65,"1,33,323",1.66 %,NSE,33,921.10,TITAN,2020-04-27 09:20:29.666830,"1,49,674","1,40,884"
919.01,906.05,923.45,200,2020-04-27 09:20:29,914.20,815.45,914.20,996.65,"1,33,523",1.61 %,NSE,33,920.60,TITAN,2020-04-27 09:20:30.667552,"1,49,641","1,40,285"
919.01,906.05,923.45,15,2020-04-27 09:20:30,914.20,815.45,914.20,996.65,"1,33,548",1.65 %,NSE,33,921.00,TITAN,2020-04-27 09:20:31.668482,"1,50,090","1,41,307"
919.01,906.05,923.45,10,2020-04-27 09:20:31,914.20,815.45,914.20,996.65,"1,33,558",1.68 %,NSE,33,921.30,TITAN,2020-04-27 09:20:32.669374,"1,50,165","1,40,381"
919.03,906.05,923.45,58,2020-04-27 09:20:32,914.20,815.45,914.20,996.65,"1,34,687",1.69 %,NSE,33,921.40,TITAN,2020-04-27 09:20:33.674259,"1,50,099","1,40,776"
919.03,906.05,923.45,10,2020-04-27 09:20:33,914.20,815.45,914.20,996.65,"1,35,088",1.61 %,NSE,33,920.60,TITAN,2020-04-27 09:20:34.674446,"1,51,641","1,41,902"
919.04,906.05,923.45,3,2020-04-27 09:20:34,914.20,815.45,914.20,996.65,"1,35,226",1.66 %,NSE,33,921.05,TITAN,2020-04-27 09:20:35.675347,"1,51,455","1,40,702"
919.04,906.05,923.45,1,2020-04-27 09:20:35,914.20,815.45,914.20,996.65,"1,35,245",1.66 %,NSE,33,921.05,TITAN,2020-04-27 09:20:36.676156,"1,51,688","1,40,712"
919.04,906.05,923.45,10,2020-04-27 09:20:36,914.20,815.45,914.20,996.65,"1,35,256",1.63 %,NSE,33,920.80,TITAN,2020-04-27 09:20:37.677070,"1,51,721","1,42,622"
919.04,906.05,923.45,11,2020-04-27 09:20:37,914.20,815.45,914.20,996.65,"1,35,356",1.59 %,NSE,33,920.50,TITAN,2020-04-27 09:20:38.677962,"1,51,610","1,42,884"
919.04,906.05,923.45,4,2020-04-27 09:20:38,914.20,815.45,914.20,996.65,"1,35,360",1.56 %,NSE,33,920.20,TITAN,2020-04-27 09:20:39.678786,"1,51,124","1,42,716"
919.04,906.05,923.45,2,2020-04-27 09:20:39,914.20,815.45,914.20,996.65,"1,35,971",1.56 %,NSE,33,920.20,TITAN,2020-04-27 09:20:40.679685,"1,50,833","1,41,306"
919.04,906.05,923.45,50,2020-04-27 09:20:40,914.20,815.45,914.20,996.65,"1,36,163",1.56 %,NSE,33,920.20,TITAN,2020-04-27 09:20:41.680592,"1,50,906","1,43,685"
919.08,906.05,923.45,50,2020-04-27 09:20:41,914.20,815.45,914.20,996.65,"1,41,881",1.51 %,NSE,33,919.75,TITAN,2020-04-27 09:20:42.681123,"1,46,585","1,45,134"
919.08,906.05,923.45,1,2020-04-27 09:20:43,914.20,815.45,914.20,996.65,"1,41,883",1.48 %,NSE,33,919.50,TITAN,2020-04-27 09:20:43.682035,"1,46,601","1,45,278"
919.08,906.05,923.45,2,2020-04-27 09:20:43,914.20,815.45,914.20,996.65,"1,42,098",1.53 %,NSE,33,919.95,TITAN,2020-04-27 09:20:44.685065,"1,46,500","1,45,716"
919.08,906.05,923.45,2,2020-04-27 09:20:45,914.20,815.45,914.20,996.65,"1,44,992",1.37 %,NSE,33,918.50,TITAN,2020-04-27 09:20:45.685162,"1,42,785","1,46,645"
919.08,906.05,923.45,99,2020-04-27 09:20:45,914.20,815.45,914.20,996.65,"1,44,992",1.37 %,NSE,33,918.50,TITAN,2020-04-27 09:20:46.686091,"1,42,785","1,46,645"
919.08,906.05,923.45,15,2020-04-27 09:20:46,914.20,815.45,914.20,996.65,"1,45,322",1.37 %,NSE,33,918.50,TITAN,2020-04-27 09:20:47.686997,"1,42,929","1,46,418"
919.08,906.05,923.45,9,2020-04-27 09:20:47,914.20,815.45,914.20,996.65,"1,45,434",1.32 %,NSE,33,918.00,TITAN,2020-04-27 09:20:48.687440,"1,42,978","1,48,054"
919.08,906.05,923.45,68,2020-04-27 09:20:48,914.20,815.45,914.20,996.65,"1,45,975",1.38 %,NSE,33,918.55,TITAN,2020-04-27 09:20:49.688325,"1,42,413","1,48,155"
919.08,906.05,923.45,20,2020-04-27 09:20:49,914.20,815.45,914.20,996.65,"1,46,096",1.37 %,NSE,33,918.50,TITAN,2020-04-27 09:20:50.689199,"1,42,546","1,48,116"
919.08,906.05,923.45,4,2020-04-27 09:20:50,914.20,815.45,914.20,996.65,"1,46,266",1.40 %,NSE,33,918.70,TITAN,2020-04-27 09:20:51.690119,"1,43,005","1,48,062"
919.08,906.05,923.45,1,2020-04-27 09:20:51,914.20,815.45,914.20,996.65,"1,46,272",1.40 %,NSE,33,918.75,TITAN,2020-04-27 09:20:52.691028,"1,43,219","1,47,401"
919.08,906.05,923.45,25,2020-04-27 09:20:52,914.20,815.45,914.20,996.65,"1,46,553",1.38 %,NSE,33,918.55,TITAN,2020-04-27 09:20:53.691933,"1,43,752","1,46,999"
919.08,906.05,923.45,10,2020-04-27 09:20:54,914.20,815.45,914.20,996.65,"1,46,605",1.37 %,NSE,33,918.45,TITAN,2020-04-27 09:20:54.692657,"1,43,066","1,48,071"
919.08,906.05,923.45,1,2020-04-27 09:20:54,914.20,815.45,914.20,996.65,"1,46,605",1.39 %,NSE,33,918.60,TITAN,2020-04-27 09:20:55.694375,"1,43,066","1,48,071"
919.07,906.05,923.45,30,2020-04-27 09:20:55,914.20,815.45,914.20,996.65,"1,47,054",1.32 %,NSE,33,918.00,TITAN,2020-04-27 09:20:56.694580,"1,42,876","1,48,044"
919.07,906.05,923.45,30,2020-04-27 09:20:56,914.20,815.45,914.20,996.65,"1,47,310",1.42 %,NSE,33,918.90,TITAN,2020-04-27 09:20:57.695509,"1,43,991","1,46,423"
919.07,906.05,923.45,10,2020-04-27 09:20:57,914.20,815.45,914.20,996.65,"1,47,320",1.39 %,NSE,33,918.60,TITAN,2020-04-27 09:20:58.696379,"1,44,434","1,47,678"
919.07,906.05,923.45,55,2020-04-27 09:20:58,914.20,815.45,914.20,996.65,"1,47,602",1.47 %,NSE,33,919.35,TITAN,2020-04-27 09:20:59.697318,"1,43,734","1,49,182"
919.07,906.05,923.45,14,2020-04-27 09:20:59,914.20,815.45,914.20,996.65,"1,48,388",1.41 %,NSE,33,918.85,TITAN,2020-04-27 09:21:00.698247,"1,43,693","1,46,329"
919.07,906.05,923.45,1,2020-04-27 09:20:59,914.20,815.45,914.20,996.65,"1,48,388",1.45 %,NSE,33,919.15,TITAN,2020-04-27 09:21:01.699175,"1,43,693","1,46,329"
919.07,906.05,923.45,13,2020-04-27 09:21:01,914.20,815.45,914.20,996.65,"1,48,403",1.42 %,NSE,33,918.90,TITAN,2020-04-27 09:21:02.700083,"1,43,441","1,47,913"
919.07,906.05,923.45,10,2020-04-27 09:21:01,914.20,815.45,914.20,996.65,"1,48,416",1.39 %,NSE,33,918.60,TITAN,2020-04-27 09:21:03.700882,"1,43,515","1,47,924"
919.07,906.05,923.45,10,2020-04-27 09:21:03,914.20,815.45,914.20,996.65,"1,48,459",1.42 %,NSE,33,918.90,TITAN,2020-04-27 09:21:04.701772,"1,44,048","1,46,729"
919.07,906.05,923.45,10,2020-04-27 09:21:04,914.20,815.45,914.20,996.65,"1,48,499",1.43 %,NSE,33,919.00,TITAN,2020-04-27 09:21:05.702668,"1,44,230","1,47,743"
919.07,906.05,923.45,3,2020-04-27 09:21:05,914.20,815.45,914.20,996.65,"1,48,537",1.39 %,NSE,33,918.65,TITAN,2020-04-27 09:21:06.705114,"1,43,975","1,47,809"
919.07,906.05,923.45,43,2020-04-27 09:21:05,914.20,815.45,914.20,996.65,"1,48,637",1.46 %,NSE,33,919.30,TITAN,2020-04-27 09:21:07.705305,"1,44,455","1,47,596"
919.07,906.05,923.45,2,2020-04-27 09:21:07,914.20,815.45,914.20,996.65,"1,49,503",1.42 %,NSE,33,918.90,TITAN,2020-04-27 09:21:08.706226,"1,44,777","1,49,952"
919.07,906.05,923.45,4,2020-04-27 09:21:08,914.20,815.45,914.20,996.65,"1,49,517",1.41 %,NSE,33,918.80,TITAN,2020-04-27 09:21:09.707159,"1,44,654","1,50,249"
919.07,906.05,923.45,20,2020-04-27 09:21:08,914.20,815.45,914.20,996.65,"1,49,517",1.41 %,NSE,33,918.80,TITAN,2020-04-27 09:21:10.708065,"1,44,654","1,50,249"
919.07,906.05,923.45,2,2020-04-27 09:21:10,914.20,815.45,914.20,996.65,"1,49,602",1.45 %,NSE,33,919.15,TITAN,2020-04-27 09:21:11.708949,"1,46,273","1,49,609"
919.07,906.05,923.45,10,2020-04-27 09:21:11,914.20,815.45,914.20,996.65,"1,49,672",1.47 %,NSE,33,919.35,TITAN,2020-04-27 09:21:12.709861,"1,44,962","1,49,091"
919.07,906.05,923.45,32,2020-04-27 09:21:11,914.20,815.45,914.20,996.65,"1,49,672",1.39 %,NSE,33,918.65,TITAN,2020-04-27 09:21:13.710728,"1,44,962","1,49,091"
919.07,906.05,923.45,5,2020-04-27 09:21:13,914.20,815.45,914.20,996.65,"1,49,860",1.42 %,NSE,33,918.95,TITAN,2020-04-27 09:21:14.711639,"1,45,568","1,50,068"
919.07,906.05,923.45,7,2020-04-27 09:21:15,914.20,815.45,914.20,996.65,"1,49,892",1.41 %,NSE,33,918.85,TITAN,2020-04-27 09:21:15.712497,"1,45,526","1,49,820"
919.07,906.05,923.45,7,2020-04-27 09:21:15,914.20,815.45,914.20,996.65,"1,49,892",1.41 %,NSE,33,918.85,TITAN,2020-04-27 09:21:16.713422,"1,45,526","1,49,820"
919.07,906.05,923.45,50,2020-04-27 09:21:17,914.20,815.45,914.20,996.65,"1,49,952",1.44 %,NSE,33,919.10,TITAN,2020-04-27 09:21:17.714538,"1,46,363","1,49,666"
919.07,906.05,923.45,14,2020-04-27 09:21:18,914.20,815.45,914.20,996.65,"1,50,250",1.43 %,NSE,33,919.00,TITAN,2020-04-27 09:21:18.768103,"1,43,444","1,50,746"
919.07,906.05,923.45,34,2020-04-27 09:21:18,914.20,815.45,914.20,996.65,"1,50,250",1.43 %,NSE,33,919.00,TITAN,2020-04-27 09:21:19.768928,"1,43,444","1,50,746"
919.07,906.05,923.45,91,2020-04-27 09:21:18,914.20,815.45,914.20,996.65,"1,50,879",1.43 %,NSE,33,919.00,TITAN,2020-04-27 09:21:20.769815,"1,44,614","1,51,758"
919.07,906.05,923.45,10,2020-04-27 09:21:18,914.20,815.45,914.20,996.65,"1,50,879",1.43 %,NSE,33,919.00,TITAN,2020-04-27 09:21:21.770717,"1,44,614","1,51,758"
919.07,906.05,923.45,30,2020-04-27 09:21:21,914.20,815.45,914.20,996.65,"1,51,079",1.45 %,NSE,33,919.20,TITAN,2020-04-27 09:21:22.771624,"1,45,930","1,52,040"
919.07,906.05,923.45,8,2020-04-27 09:21:22,914.20,815.45,914.20,996.65,"1,51,332",1.37 %,NSE,33,918.50,TITAN,2020-04-27 09:21:23.772499,"1,45,176","1,52,601"
919.07,906.05,923.45,1,2020-04-27 09:21:23,914.20,815.45,914.20,996.65,"1,51,341",1.41 %,NSE,33,918.80,TITAN,2020-04-27 09:21:24.773405,"1,45,417","1,53,839"
919.07,906.05,923.45,1,2020-04-27 09:21:24,914.20,815.45,914.20,996.65,"1,51,345",1.43 %,NSE,33,919.00,TITAN,2020-04-27 09:21:25.774305,"1,45,980","1,53,356"
919.07,906.05,923.45,1,2020-04-27 09:21:25,914.20,815.45,914.20,996.65,"1,51,371",1.37 %,NSE,33,918.50,TITAN,2020-04-27 09:21:26.775215,"1,49,438","1,56,173"
919.07,906.05,923.45,20,2020-04-27 09:21:26,914.20,815.45,914.20,996.65,"1,51,483",1.35 %,NSE,33,918.30,TITAN,2020-04-27 09:21:27.776121,"1,49,561","1,55,562"
919.07,906.05,923.45,12,2020-04-27 09:21:27,914.20,815.45,914.20,996.65,"1,51,505",1.35 %,NSE,33,918.30,TITAN,2020-04-27 09:21:28.781547,"1,49,150","1,56,473"
919.05,906.05,923.45,11,2020-04-27 09:21:28,914.20,815.45,914.20,996.65,"1,53,455",1.30 %,NSE,33,917.85,TITAN,2020-04-27 09:21:29.793619,"1,48,059","1,58,653"
919.05,906.05,923.45,30,2020-04-27 09:21:29,914.20,815.45,914.20,996.65,"1,53,556",1.32 %,NSE,33,918.00,TITAN,2020-04-27 09:21:30.794560,"1,48,681","1,58,811"
919.05,906.05,923.45,25,2020-04-27 09:21:29,914.20,815.45,914.20,996.65,"1,53,556",1.32 %,NSE,33,918.00,TITAN,2020-04-27 09:21:31.795428,"1,48,681","1,58,811"
919.05,906.05,923.45,20,2020-04-27 09:21:32,914.20,815.45,914.20,996.65,"1,53,642",1.39 %,NSE,33,918.65,TITAN,2020-04-27 09:21:32.796276,"1,50,047","1,57,453"
919.05,906.05,923.45,7,2020-04-27 09:21:32,914.20,815.45,914.20,996.65,"1,53,893",1.33 %,NSE,33,918.10,TITAN,2020-04-27 09:21:33.797178,"1,48,062","1,56,734"
919.05,906.05,923.45,7,2020-04-27 09:21:32,914.20,815.45,914.20,996.65,"1,53,893",1.33 %,NSE,33,918.10,TITAN,2020-04-27 09:21:34.798086,"1,48,062","1,56,734"
